Google Place Name,Google Address,Google Place ID,ArcGIS Best Match,Match Score,Matched Street Name
Rockford Plaza,"4734 ROCKFORD PLAZA, LOUISVILLE, KY 40216, USA",ChIJMW6KKsATaYgRQlRqU59ZO4U,"4752 ROCKFORD PLZ, SHIVELY, KY 40216",71,"4752 ROCKFORD PLZ, SHIVELY, KY 40216"
Walgreens,"5100 DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJJ7Nbfu0TaYgRH2Fz00nz02Q,"4100 DIXIE HWY, SHIVELY, KY 40216",75,"4100 DIXIE HWY, SHIVELY, KY 40216"
Walgreens Pharmacy,"5100 DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJh7iTwucTaYgRQwwwGau_peg,"4100 DIXIE HWY, SHIVELY, KY 40216",75,"4100 DIXIE HWY, SHIVELY, KY 40216"
COVID-19 Drive-Thru Testing at Walgreens,"5100 DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJtaOd8yITaYgR47tO7XLiA2Q,"4100 DIXIE HWY, SHIVELY, KY 40216",75,"4100 DIXIE HWY, SHIVELY, KY 40216"
Smoker's Castle Outlet,"4431 DIXIE HWY #101, LOUISVILLE, KY 40216, USA",ChIJy-HJRKMTaYgRJrzwHADf13w,"4431 DIXIE HWY, 101, SHIVELY, KY 40216",81,"4431 DIXIE HWY, 101, SHIVELY, KY 40216"
Thorntons,"4520 DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJy1kzlccTaYgRl4cqQryekpQ,"4520 DIXIE HWY, SHIVELY, KY 40216",78,"4520 DIXIE HWY, SHIVELY, KY 40216"
Kroger Liquor Store,"4915B DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJH06ams8TaYgREoHiSC5pN-M,"4048 E DIXIE HWY, BLDG, 40216",75,"4048 E DIXIE HWY, BLDG, 40216"
MAGIC LIQUOR,"1629 GAGEL AVE, LOUISVILLE, KY 40216, USA",ChIJscdYkwgTaYgRIlg4Gg2Tmm4,"1629 GAGEL AVE, LOUISVILLE, KY 40216",74,"1629 GAGEL AVE, LOUISVILLE, KY 40216"
Kroger Pharmacy,"4915A DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJXdff0OMTaYgRvzC6ErzA4e8,"4915 DIXIE HWY, A, LOUISVILLE, KY 40216",74,"4915 DIXIE HWY, A, LOUISVILLE, KY 40216"
Kroger Marketplace,"4915A DIXIE HWY, LOUISVILLE, KY 40216, USA",ChIJXdff0OMTaYgR_qjCqTjtX1I,"4915 DIXIE HWY, A, LOUISVILLE, KY 40216",74,"4915 DIXIE HWY, A, LOUISVILLE, KY 40216"
Cox’s Spirit Shoppe and Smokers Outlet - Cloverleaf,"4940 MANSLICK RD, LOUISVILLE, KY 40216, USA",ChIJMQ0aZywTaYgRiz7OMImvTFw,"4940 MANSLICK RD, LOUISVILLE, KY 40216",76,"4940 MANSLICK RD, LOUISVILLE, KY 40216"
bp,"3901 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJFxkNmGgSaYgR2uumq2Yj5b0,"3439 TAYLOR BLVD, BLDG, 40215",82,"3439 TAYLOR BLVD, BLDG, 40215"
Circle K,"1255 W ASHLAND AVE, LOUISVILLE, KY 40215, USA",ChIJDzxSwmgSaYgRhPmBNGcG1vI,"1255 W ASHLAND AVE, LOUISVILLE, KY 40215",77,"1255 W ASHLAND AVE, LOUISVILLE, KY 40215"
Thorntons,"4170 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJpaTs8X8TaYgR2fc5ASCuj_E,"4170 TAYLOR BLVD, LOUISVILLE, KY 40215",76,"4170 TAYLOR BLVD, LOUISVILLE, KY 40215"
Marathon Gas,"1255 W ASHLAND AVE, LOUISVILLE, KY 40215, USA",ChIJGw7sxmgSaYgRFeOyVXUou5Y,"1255 W ASHLAND AVE, LOUISVILLE, KY 40215",77,"1255 W ASHLAND AVE, LOUISVILLE, KY 40215"
Marathon,"6000 MANSLICK RD, LOUISVILLE, KY 40214, USA",ChIJw97QnDoSaYgRXn1gvWe37xI,"6000 MANSLICK RD, LOUISVILLE, KY 40214",76,"6000 MANSLICK RD, LOUISVILLE, KY 40214"
Sunoco,"4953 MANSLICK RD, LOUISVILLE, KY 40216, USA",ChIJ239EfzoSaYgRipSiS15BDYo,"4953 MANSLICK RD, LOUISVILLE, KY 40216",76,"4953 MANSLICK RD, LOUISVILLE, KY 40216"
Krispy Krunchy Chicken,"3901 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJ3ek8vGgSaYgR5Cm9a_9CENA,"3439 TAYLOR BLVD, BLDG, 40215",82,"3439 TAYLOR BLVD, BLDG, 40215"
Manslick Petroleum Inc,"4953 MANSLICK RD, LOUISVILLE, KY 40216, USA",ChIJ83xUmzASaYgROZcz1oMJRu4,"4953 MANSLICK RD, LOUISVILLE, KY 40216",76,"4953 MANSLICK RD, LOUISVILLE, KY 40216"
Speedy Mart,"4406 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJtRoajBQSaYgRdFfeVAX3l78,"4406 TAYLOR BLVD, LOUISVILLE, KY 40215",76,"4406 TAYLOR BLVD, LOUISVILLE, KY 40215"
J And C Gas Station,"4953 MANSLICK RD, LOUISVILLE, KY 40216, USA",ChIJK_mImzASaYgRXruF1n-DADw,"4953 MANSLICK RD, LOUISVILLE, KY 40216",76,"4953 MANSLICK RD, LOUISVILLE, KY 40216"
Short Stop Food Mart,"4114 HAZELWOOD AVE, LOUISVILLE, KY 40215, USA",ChIJE7KXHUISaYgRjtRXzaTMV14,"4114 HAZELWOOD AVE, LOUISVILLE, KY 40215",77,"4114 HAZELWOOD AVE, LOUISVILLE, KY 40215"
J & C Foodmart,"4953 MANSLICK RD, LOUISVILLE, KY 40216, USA",ChIJwcI_eToSaYgRV-vRZHfm7Hs,"4953 MANSLICK RD, LOUISVILLE, KY 40216",76,"4953 MANSLICK RD, LOUISVILLE, KY 40216"
Fine Stop Food Mart,"4114 HAZELWOOD AVE, LOUISVILLE, KY 40215, USA",ChIJuRi_vAgTaYgRNLKx5R9tSc8,"4114 HAZELWOOD AVE, LOUISVILLE, KY 40215",77,"4114 HAZELWOOD AVE, LOUISVILLE, KY 40215"
Iroquois Liquor,"5105 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJu6doDBsSaYgRwtV_PoeTw_U,"5105 NEW CUT RD, LOUISVILLE, KY 40214",75,"5105 NEW CUT RD, LOUISVILLE, KY 40214"
Save A Lot,"4148 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJJ2DYsGsSaYgRLItL1AZqzIk,"3439 TAYLOR BLVD, BLDG, 40215",73,"3439 TAYLOR BLVD, BLDG, 40215"
Dollar General,"4149 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJV9w1d2sSaYgRc_AmfFdoijI,"4149 TAYLOR BLVD, LOUISVILLE, KY 40215",76,"4149 TAYLOR BLVD, LOUISVILLE, KY 40215"
One Stop Smoke Shop,"1001 BROOKLINE AVE, LOUISVILLE, KY 40215, USA",ChIJL3L8ppcTaYgRCTVug0AdChM,"1001 BROOKLINE AVE, LOUISVILLE, KY 40215",77,"1001 BROOKLINE AVE, LOUISVILLE, KY 40215"
Sunshine liquor,"4101 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJFZGC22sSaYgRfQ11RMbShNs,"4101 TAYLOR BLVD, LOUISVILLE, KY 40215",76,"4101 TAYLOR BLVD, LOUISVILLE, KY 40215"
Hazelwood Liquors,"4338 TAYLOR BLVD, LOUISVILLE, KY 40215, USA",ChIJVY-hkpkTaYgRGqS9QQDPiXw,"4338 TAYLOR BLVD, LOUISVILLE, KY 40215",76,"4338 TAYLOR BLVD, LOUISVILLE, KY 40215"
Cox's Smoker's Outlet,"4934 MANSLICK RD, LOUISVILLE, KY 40216, USA",ChIJAQDQuDASaYgRa9Q6Ya1iw9I,"4940 MANSLICK RD, LOUISVILLE, KY 40216",72,"4940 MANSLICK RD, LOUISVILLE, KY 40216"
Brookline Beer Depot,"1006 BROOKLINE AVE, LOUISVILLE, KY 40215, USA",ChIJXxJ-Y4kTaYgR8zgCxfrOHwI,"1001 BROOKLINE AVE, LOUISVILLE, KY 40215",74,"1001 BROOKLINE AVE, LOUISVILLE, KY 40215"
Cox's Pharmacy,"4942 MANSLICK RD, LOUISVILLE, KY 40216, USA",ChIJRd02uTASaYgRuEO2N8z-u6w,"4940 MANSLICK RD, LOUISVILLE, KY 40216",72,"4940 MANSLICK RD, LOUISVILLE, KY 40216"
Smokers Heaven,"5330 S 3RD ST #101, LOUISVILLE, KY 40214, USA",ChIJoeLxkgkSaYgRCtWcAdbk4zo,"5330 S 3RD ST, 101, LOUISVILLE, KY 40214",77,"5330 S 3RD ST, 101, LOUISVILLE, KY 40214"
Circle K,"4701 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJ302YKLxk1YcRIuRGDcuXLrc,"4701 S 3RD ST, LOUISVILLE, KY 40214",73,"4701 S 3RD ST, LOUISVILLE, KY 40214"
Third Street Gas Station,"5620 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJk3TbWQgSaYgRx3zXFRRnEBQ,"5620 S 3RD ST, LOUISVILLE, KY 40214",73,"5620 S 3RD ST, LOUISVILLE, KY 40214"
Marathon Gas,"5620 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJyzcnWggSaYgROVxs-lkN9TI,"5620 S 3RD ST, LOUISVILLE, KY 40214",73,"5620 S 3RD ST, LOUISVILLE, KY 40214"
Valu Market Iroquois Manor,"5301 MITSCHER AVE, LOUISVILLE, KY 40214, USA",ChIJWbKMZQkSaYgRPLZ2Dut_ZSA,"5301 MITSCHER AVE, LOUISVILLE, KY 40214",77,"5301 MITSCHER AVE, LOUISVILLE, KY 40214"
Walgreens,"5201 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJnT48HwoSaYgRpzvjDD1hnTw,"5201 S 3RD ST, LOUISVILLE, KY 40214",73,"5201 S 3RD ST, LOUISVILLE, KY 40214"
Liquor Time,"5610 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJh5ghsx8TaYgRexi0UoLV7ng,"5610 S 3RD ST, LOUISVILLE, KY 40214",73,"5610 S 3RD ST, LOUISVILLE, KY 40214"
Walgreens Pharmacy,"5201 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJxWSH9wkSaYgR0uuH7jqdErc,"5201 S 3RD ST, LOUISVILLE, KY 40214",73,"5201 S 3RD ST, LOUISVILLE, KY 40214"
COVID-19 Drive-Thru Testing at Walgreens,"5201 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJB-G_9wkSaYgR4wlw2aOED6c,"5201 S 3RD ST, LOUISVILLE, KY 40214",73,"5201 S 3RD ST, LOUISVILLE, KY 40214"
Circle K,"4301 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJB9MSnVIMaYgRQnQmUkM9tWs,"4301 PRESTON HWY, LOUISVILLE, KY 40213",76,"4301 PRESTON HWY, LOUISVILLE, KY 40213"
Marathon Gas,"4243 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJAQCwmVIMaYgR5G1ZQ-7u3mY,"4243 PRESTON HWY, LOUISVILLE, KY 40213",76,"4243 PRESTON HWY, LOUISVILLE, KY 40213"
Krispy Krunchy Chicken,"4243 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJkWu7hfUNaYgRHAD4i-r9ONM,"4243 PRESTON HWY, LOUISVILLE, KY 40213",76,"4243 PRESTON HWY, LOUISVILLE, KY 40213"
Propane Refill at U-Haul,"4612 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJ11CxDz0NaYgRPEgDdzj41eA,"4301 PRESTON HWY, LOUISVILLE, KY 40213",69,"4301 PRESTON HWY, LOUISVILLE, KY 40213"
Distillery District Marketplace,"LOUISVILLE INTERNATIONAL AIRPORT, 600 TERMINAL DR, LOUISVILLE, KY 40209, USA",ChIJrzZVf7wNaYgRZgL7S-F1cwc,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291",62,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291"
Ali smoke shop,"5013 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJJcvXuwMNaYgRNRGjI0_2XTY,"5043 PRESTON HWY, LYNNVIEW, KY 40213",75,"5043 PRESTON HWY, LYNNVIEW, KY 40213"
Hazy Jake's,"4537 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJTZCjS28NaYgRsmxMsWDDf2E,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213",73,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
GILMORE LIQUORS,"1204 GILMORE LN, LOUISVILLE, KY 40213, USA",ChIJmU_jmDgMaYgRinJdHOMwlyM,"1207 GILMORE LN, LYNNVIEW, KY 40213",74,"1207 GILMORE LN, LYNNVIEW, KY 40213"
Speedway,"4565 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJ4zJzOW8MaYgRScN6sUNSTv0,"4565 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"4565 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Circle K,"5001 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJuxu1mkcMaYgRXz5A4KDNPls,"5001 PRESTON HWY, LYNNVIEW, KY 40213",79,"5001 PRESTON HWY, LYNNVIEW, KY 40213"
Thorntons,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJH7ECUGYMaYgRqsRxu3i7O48,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Thorntons,"5318 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJ61OHuz4MaYgRlrIIEzNHbpE,"5318 PRESTON HWY, LOUISVILLE, KY 40213",76,"5318 PRESTON HWY, LOUISVILLE, KY 40213"
Quick Fuel,"3700 BISHOP LN, LOUISVILLE, KY 40218, USA",ChIJPzSjXW8MaYgRDHpYDgUwYpM,"4308 BISHOP LN, BLDG, 40218",67,"4308 BISHOP LN, BLDG, 40218"
Maha Mart,"1306 GILMORE LN, LOUISVILLE, KY 40213, USA",ChIJAQD01WsMaYgR9BnJDMa_hnE,"1207 GILMORE LN, LYNNVIEW, KY 40213",70,"1207 GILMORE LN, LYNNVIEW, KY 40213"
