Place ID,Place Name,Address,Latitude,Longitude,Closest ArcGIS Match,Closest Match Score,Keywords
ChIJL3e1-AsLaYgRqUX-m5aY4p0,Dollar Tree,"2221 HIKES LN, LOUISVILLE, KY 40218, USA",38.2005114,-85.65994420000001,"2204 HEATHER LN, 40218",70,convenience store
ChIJnzBdhf4LaYgR3IxHhiGxPTM,Little Caesars Pizza,"3000 HIKES LN, LOUISVILLE, KY 40220, USA",38.211092,-85.640249,"3346 HIKES LN, LOUISVILLE, KY 40220",62,convenience store
ChIJS9ov9kKgaYgRRtC-lsC7nfU,Cox's Spirit Shoppe and Smoker's Outlet J-Town,"2803 PATTI LN, LOUISVILLE, KY 40299, USA",38.204497,-85.5801175,"2803 PATTI LN, JEFFERSONTOWN, KY 40299",69,"tobacco, liquor store, vape"
ChIJk0InnPigaYgRCLOvHyARWqs,Cox's Spirit Shoppe,"3920 RUCKRIEGEL PKWY, LOUISVILLE, KY 40299, USA",38.1906221,-85.5680945,"3920 RUCKRIEGEL PKY, 106, JEFFERSONTOWN, KY 40299",69,"tobacco, convenience store, liquor store"
ChIJy4XL-mSgaYgRirAmA1sJwjk,Circle K,"9003 GALENE DR, LOUISVILLE, KY 40299, USA",38.1986802,-85.59161209999999,"9003 GALENE DR, JEFFERSONTOWN, KY 40299",70,"gas station, convenience store"
ChIJU319iWmgaYgRNS37IYOHiFw,Aaa Food Mart,"GLEESON LN, JEFFERSONTOWN, KY 40299, USA",38.206922,-85.5833585,"2803 PATTI LN, JEFFERSONTOWN, KY 40299",54,convenience store
ChIJV1SHNnugaYgRuY3xl1dw-0w,Dollar General,"9101 GALENE DR, JEFFERSONTOWN, KY 40299, USA",38.199312,-85.59006959999999,"9101 GALENE DR, JEFFERSONTOWN, KY 40299",70,convenience store
ChIJnVl0Df-gaYgRRHQ-ziEdmvo,Walmart Neighborhood Market,"3800 RUCKRIEGEL PKWY, JEFFERSONTOWN, KY 40299, USA",38.1896931,-85.5642456,"3751 RUCKRIEGEL PARKWAY PARK, UNIT A, 40299",69,convenience store
ChIJnVl0Df-gaYgRF9utB0mTrug,Walmart Pharmacy,"3800 RUCKRIEGEL PKWY, JEFFERSONTOWN, KY 40299, USA",38.1896931,-85.5642456,"3751 RUCKRIEGEL PARKWAY PARK, UNIT A, 40299",69,pharmacy
ChIJU3X7_pChaYgRYE9cO90HDOA,Southern Glazers Wine & Spirits,"2801 CONSTANT COMMENT PL, LOUISVILLE, KY 40299, USA",38.2040809,-85.534274,"2803 PATTI LN, JEFFERSONTOWN, KY 40299",55,liquor store
ChIJ0RHpT5GhaYgRS6nxcahnCqY,Synchrony Pharmacy - Louisville,"2701 CHESTNUT STATION COURT, LOUISVILLE, KY 40299, USA",38.207402,-85.53220019999999,"2600 W CHESTNUT ST, LOUISVILLE, KY 40211",59,pharmacy
ChIJKfbANjKhaYgRQfMWf7PEg9g,Synchrony Rx@Home,"2703 CHESTNUT STATION COURT, LOUISVILLE, KY 40299, USA",38.2076677,-85.53216479999999,"2600 W CHESTNUT ST, LOUISVILLE, KY 40211",59,pharmacy
ChIJhRenfR2haYgRxWYD_4jGdsU,Chewy Pharmacy,"2815 WATTERSON TRAIL, LOUISVILLE, KY 40299, USA",38.2033035,-85.5591367,"10525 WATTERSON TRL, JEFFERSONTOWN, KY 40299",65,pharmacy
ChIJHzSmYUcMaYgRRh6pnmivxnU,Oriental Supermarket,"1211 GILMORE LN, LOUISVILLE, KY 40213, USA",38.1757318,-85.71180160000002,"1207 GILMORE LN, LYNNVIEW, KY 40213",70,convenience store
ChIJU1RaccMLaYgRUMnJ4TDh42M,KabaFusion,"5694 SHEPHERDSVILLE RD, LOUISVILLE, KY 40218, USA",38.1650018,-85.6620348,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",71,pharmacy
ChIJGd2GQjMKaYgRWZmLvyYoaH0,Owens & Minor Distribution Inc,"6201 GLOBAL DISTRIBUTION WY # 101, LOUISVILLE, KY 40228, USA",38.1666181,-85.6421962,"3201 KRISTIN WAY, LOUISVILLE, KY 40216",55,pharmacy
ChIJR2ML56EWaYgRGTMua_gb3KA,G.M Food Mart,"6602 TERRY RD, LOUISVILLE, KY 40258, USA",38.155726,-85.8686464,"4950 TERRY RD, UNIT A, 40216",62,convenience store
ChIJk26VY1kRaYgRj5MLMk9tUvI,Saffire Vapor,"6661 DIXIE HWY #2, LOUISVILLE, KY 40258, USA",38.153486,-85.8350475,"6661 DIXIE HWY, LOUISVILLE, KY 40258",71,"tobacco, vape, cbd"
ChIJMzu8njoXaYgRwm0TxiBR65U,Scooter's Coffee,"9060 DIXIE HWY, LOUISVILLE, KY 40258, USA",38.1240881,-85.8537592,"9050 DIXIE HWY, LOUISVILLE, KY 40258",70,convenience store
ChIJS9WRU5QTaYgRoAtuWc3wV5U,Kentucky Pharmacy,"2233 LOWER HUNTERS TRACE, LOUISVILLE, KY 40216, USA",38.1597839,-85.85008309999999,"1939 LOWER HUNTERS TRCE, LOUISVILLE, KY 40216",71,pharmacy
ChIJvYXvagARaYgRjP0QJe6MGO8,Walgreens,"GREENWOOD RD, LOUISVILLE, KY 40258, USA",38.1443171,-85.8405774,"5207 GREENWOOD RD, LOUISVILLE, KY 40258",65,pharmacy
ChIJ5zBg2rkRaYgRhwyh7sCiyK4,Magic Vapes Hemp,"132 OUTER LOOP #100, LOUISVILLE, KY 40214, USA",38.1265855,-85.7903522,"132 OUTER LOOP, LOUISVILLE, KY 40214",69,"tobacco, vape"
ChIJc42bUMQRaYgRLOeV7Mqi64E,Walmart Pharmacy,"175 OUTER LOOP, LOUISVILLE, KY 40214, USA",38.129082,-85.77994009999999,"185 OUTER LOOP, LOUISVILLE, KY 40214",70,pharmacy
ChIJX7jxLhcOaYgRZm-mBM-om6s,EL REY MARKET,"7600 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",38.1392744,-85.7543178,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",70,convenience store
ChIJwZHVlQEOaYgRcGmrF4KrBCQ,Dairy Queen Grill & Chill,"5516 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",38.1516876,-85.7650065,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",67,convenience store
ChIJP6KMTjgOaYgRy3rxCnjC0jw,Extra Space Storage,"8601 NATIONAL TURNPIKE, FAIRDALE, KY 40118, USA",38.1256849,-85.74804139999999,"8701 NATIONAL TPKE, LOUISVILLE, KY 40118",70,convenience store
ChIJowzTBXMPaYgRmEjFcmlKdeA,JEKE Liquors,"8206 NATIONAL TURNPIKE A, LOUISVILLE, KY 40214, USA",38.1305099,-85.7508376,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",68,liquor store
ChIJ7z52B0UOaYgRHs8JeVFpqbE,Medvantx Specialty Pharmacy,"1860 OUTER LOOP, HERITAGE CREEK, KY 40219, USA",38.1269488,-85.73598369999999,"185 OUTER LOOP, LOUISVILLE, KY 40214",65,pharmacy
ChIJb1lBwmEPaYgRqjr20EXcMio,Popular Smoke and Vape,"7702 PRESTON HWY STE C, LOUISVILLE, KY 40219, USA",38.1401451,-85.68822809999999,"7702 PRESTON HWY, LOUISVILLE, KY 40219",69,"tobacco, vape"
ChIJP4-LzkcPaYgR2I32jgZGAmo,RaceTrac,"800 AIR COMMERCE DR, LOUISVILLE, KY 40219, USA",38.133606,-85.71972900000002,"8000 BLUE LICK RD, LOUISVILLE, KY 40219",52,"tobacco, gas station, convenience store"
ChIJoUwjRcYPaYgRAAp705Ss8iw,Heine Brothers Coffee - Outer Loop,"3541 OUTER LOOP, LOUISVILLE, KY 40219, USA",38.136969,-85.69538419999999,"185 OUTER LOOP, LOUISVILLE, KY 40214",62,convenience store
ChIJq6LfopMOaYgRYblNbDs8uL8,McDonald's,"2800 OUTER LOOP, LOUISVILLE, KY 40219, USA",38.1362929,-85.7120249,"185 OUTER LOOP, LOUISVILLE, KY 40214",62,convenience store
ChIJAab6ou0JaYgRKZM0qWeeWbw,CVS,"4101 OUTER LOOP, LOUISVILLE, KY 40219, USA",38.1388356,-85.6862226,"4310 OUTER LOOP, LOUISVILLE, KY 40219",71,"convenience store, pharmacy"
ChIJsfAhMUQJaYgRAYh5K-UVLTY,Walmart Pharmacy,"4840 OUTER LOOP, LOUISVILLE, KY 40219, USA",38.1357145,-85.67187369999999,"4900 OUTER LOOP, LOUISVILLE, KY 40219",68,pharmacy
ChIJ6ewkX-ILaYgRjnKQ8sJSjxk,RxCrossroads by McKesson,"5101 JEFF COMMERCE DR, LOUISVILLE, KY 40219, USA",38.1538551,-85.6707335,"3501 3501 COLLEGE DR DR, 40299",54,pharmacy
ChIJU1RaccMLaYgRUMnJ4TDh42M,KabaFusion,"5694 SHEPHERDSVILLE RD, LOUISVILLE, KY 40218, USA",38.1650018,-85.6620348,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",71,pharmacy
ChIJdV3sqkynaYgR8nqApz4rTVI,Liquor Palace,"6752 BARDSTOWN RD #3048, LOUISVILLE, KY 40291, USA",38.148209,-85.5878594,"6752 BARDSTOWN RD, LOUISVILLE, KY 40291",71,liquor store
ChIJk43fVuunaYgRovCR8CNXm1U,Kentucky Gold CBD,"5906 CHENOWETH RUN RD, LOUISVILLE, KY 40299, USA",38.1594006,-85.5399975,"4350 CANE RUN RD,",65,cbd
ChIJh-ig4IWkaYgR_lA_qRSfOho,C & J Deer Processing & Taxidermy Service,"6820 OLD HEADY RD, LOUISVILLE, KY 40299, USA",38.1359674,-85.4741323,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291",60,convenience store
ChIJ5947QD0XaYgR1IU40cN8y28,Dollar Tree,"SHOPPING CENTER, 10309 DIXIE HWY, LOUISVILLE, KY 40272, USA",38.1047703,-85.8671918,"10986 DIXIE HWY, 40272",66,convenience store
ChIJ53PPZ9APaYgRaZXqrEJcc7M,Circle K,"404 MT HOLLY RD, FAIRDALE, KY 40118, USA",38.104278,-85.75838399999999,"404 MOUNT HOLLY RD, LOUISVILLE, KY 40118",71,"gas station, convenience store"
ChIJ0T_mZ9APaYgRmwCzcGugJZA,Marathon,"404 MT HOLLY RD, FAIRDALE, KY 40118, USA",38.104337,-85.758369,"404 MOUNT HOLLY RD, LOUISVILLE, KY 40118",71,"gas station, convenience store"
ChIJ60F9ttYPaYgRr6OFFNeR8aQ,Dollar General,"10608 W MANSLICK RD, LOUISVILLE, KY 40272, USA",38.1073132,-85.76187829999999,"10608 W MANSLICK RD, LOUISVILLE, KY 40118",69,convenience store
ChIJ2xHUgscPaYgRD1wiSWj1T3c,Family Dollar,"503 MT HOLLY RD, FAIRDALE, KY 40118, USA",38.1039405,-85.7562835,"503 MOUNT HOLLY RD, LOUISVILLE, KY 40118",71,convenience store
ChIJhfwpIpUPaYgRXoZhv8XfEck,Bannon Woods Veterinary Hospital,"11116 DEZERN AVE, FAIRDALE, KY 40118, USA",38.0899272,-85.7463205,"1101 FAIRDALE RD, UNIT A, 40118",63,pharmacy
ChIJOVGDYSUPaYgRa5_XIED4xjw,Silver Heights Exotic Smoke House,"9316 BLUE LICK RD, OKOLONA, KY 40229, USA",38.1135511,-85.6907798,"9316 BLUE LICK RD, SUITE, LOUISVILLE, KY 40229",70,"tobacco, vape"
ChIJJVC3dSUJaYgRK66t1fdMD98,Smoke Town,"5016 MUD LN, LOUISVILLE, KY 40229, USA",38.0914856,-85.669679,"5001 MUD LN, LOUISVILLE, KY 40229",67,"tobacco, vape, cbd"
ChIJHXElN8kIaYgR73QYVYFGGvY,National Tobacco Company,"5201 INTERCHANGE WAY, LOUISVILLE, KY 40229, USA",38.0943556,-85.6779171,"8062 NEW LAGRANGE RD, 40222",54,tobacco
ChIJHXElN8kIaYgRVkJU4Iqn15k,Stoker's,"5201 INTERCHANGE WAY, LOUISVILLE, KY 40229, USA",38.0943556,-85.6779171,"8062 NEW LAGRANGE RD, 40222",54,tobacco
ChIJH0LxI78IaYgRed2k8AGwDXI,Kroger Fuel Center,"5001 MUD LN, LOUISVILLE, KY 40229, USA",38.0884877,-85.67055049999999,"5001 MUD LN, LOUISVILLE, KY 40229",71,"gas station, convenience store"
ChIJIRZIOrwIaYgRU7OQhD9CahU,DG Market + pOpshelf,"11400 PRESTON HWY, LOUISVILLE, KY 40229, USA",38.0834241,-85.67020989999999,"10515 PRESTON HWY, LOUISVILLE, KY 40229",67,convenience store
ChIJEeeVR78IaYgRYOf7dupLzu0,CVS,"5121 ANTLE DR, LOUISVILLE, KY 40229, USA",38.0880437,-85.6685928,"5400 ANTLE DR, LOUISVILLE, KY 40229",62,"convenience store, pharmacy"
ChIJqYop1sYIaYgRpOkm0hX9OeI,Valvoline Instant Oil Change,"11810 ANTONIA WAY, LOUISVILLE, KY 40229, USA",38.0919076,-85.66957049999999,"10986 DIXIE HWY, 40272",55,convenience store
ChIJrSewL8cIaYgR3ii_q23D7G0,Liquor Town,"5016 MUD LN, LOUISVILLE, KY 40229, USA",38.0914652,-85.6698572,"5001 MUD LN, LOUISVILLE, KY 40229",67,liquor store
ChIJX2n4oLgIaYgRzzCfoZNVlVg,Kroger Pharmacy,"5001 MUD LN, LOUISVILLE, KY 40229, USA",38.0892425,-85.6707054,"5001 MUD LN, LOUISVILLE, KY 40229",71,pharmacy
ChIJJ3i8HwAJaYgRt_est2lp5JM,CIRCLE K,"6305 E MANSLICK RD, LOUISVILLE, KY 40219, USA",38.123333,-85.6438641,"6305 E MANSLICK RD, LOUISVILLE, KY 40228",71,"gas station, convenience store"
ChIJq6pOAwmgaYgRa-kRBFLmUTY,Home and Garden Barrels,"8200 STOUT RD, LOUISVILLE, KY 40291, USA",38.124923,-85.537933,"9240 WESPORT RD, 40242",65,liquor store
ChIJgc9agvSlaYgR0myKjbVWc4I,Marathon Gas,"2967 KINGS CHURCH RD, TAYLORSVILLE, KY 40071, USA",38.0939861,-85.4752881,"7813 BEULAH CHURCH RD, 107, LOUISVILLE, KY 40228",56,"gas station, convenience store"
ChIJB74222UFaYgRM1bH2FO0ub4,Brooks Hill Winery,"2746 BROOKS HILL RD, BROOKS, KY 40109, USA",38.0626932,-85.7404498,"2007 BROWNSBORO RD, LOUISVILLE, KY 40206",60,liquor store
ChIJ77WUW00JaYgR8RkK75AA8Sg,Smokers World,"1679 OLD PRESTON HWY N #26, LOUISVILLE, KY 40229, USA",38.080103,-85.6684504,"10515 PRESTON HWY, LOUISVILLE, KY 40229",68,"tobacco, vape"
ChIJBdLOzqYIaYgRGL6KtoFy8EE,Discount Smokes,"6434 N PRESTON HWY UNIT 3, LOUISVILLE, KY 40229, USA",38.0721042,-85.6693775,"5043 PRESTON HWY, LYNNVIEW, KY 40213",62,"tobacco, vape, cbd"
ChIJs4VdM0MJaYgRxUMbTdSLTds,VIP Smoke Shop - Hillview,"254 MKT PL DR, LOUISVILLE, KY 40229, USA",38.0731924,-85.6707418,"214 DORSEY LN, LOUISVILLE, KY 40223",54,"tobacco, vape"
ChIJN3Q7l7wIaYgRes-w_rYsD8k,Hillview wine and spirits,"1679 OLD PRESTON HWY N SUITE# 38, LOUISVILLE, KY 40229, USA",38.0796481,-85.6685299,"10515 PRESTON HWY, LOUISVILLE, KY 40229",62,"tobacco, liquor store"
ChIJg2pKslgHaYgREhaz7Vs_TnE,Rapid fuel and snacks,"3390 BURKLAND BLVD, SHEPHERDSVILLE, KY 40165, USA",38.0521463,-85.6765783,"3439 TAYLOR BLVD, BLDG, 40215",63,"tobacco, gas station, convenience store"
ChIJqSpcurwIaYgR2KDedzC_fzc,Marathon Gas,"155 HILLVIEW BLVD, LOUISVILLE, KY 40229, USA",38.0788531,-85.66858309999999,"10986 DIXIE HWY, 40272",55,"gas station, convenience store"
ChIJJyeTXqAIaYgRnKS9GH_1WZ4,Dollar General,"4925 OLD PRESTON HWY N, SHEPHERDSVILLE, KY 40165, USA",38.052379,-85.67756349999999,"4017 PRESTON HWY, LOUISVILLE, KY 40213",69,convenience store
ChIJ18jZaKYIaYgRZwWu04o13ZU,Price Less IGA,"175 MKT PL DR, LOUISVILLE, KY 40229, USA",38.0727477,-85.6725429,"13725 DIXIE HWY, LOUISVILLE, KY 40272",52,convenience store
ChIJhcV6VkUZTIYR2cIrFrTAYrs,Scooter's Coffee,"110 MKT PL DR, LOUISVILLE, KY 40229, USA",38.071738,-85.6712233,"5406 ANTLE DR, 111, LOUISVILLE, KY 40229",54,convenience store
ChIJH1KjjAmpaYgRLQt7Isd1ueA,Smokers Outlet,"240 EASTBROOKE PKWY #105, MT WASHINGTON, KY 40047, USA",38.0558987,-85.5367167,"1054 BARRET AVE, LOUISVILLE, KY 40204",53,"tobacco, vape, cbd"
ChIJDafj7qapaYgRYZ9fAe63pjc,House of Glass Smoke Shop,"10731 HWY 44 E #D, MT WASHINGTON, KY 40047, USA",38.0490332,-85.5400204,"4048 E DIXIE HWY, BLDG, 40216",61,"tobacco, vape"
ChIJm3cW1oKoaYgRldYwzoon_EU,Cox's Spirit Shoppe,"316 N BARDSTOWN RD, MT WASHINGTON, KY 40047, USA",38.050572,-85.54613200000001,"1029 BARDSTOWN RD, UNIT A, 40204",70,"tobacco, convenience store, liquor store, vape, cbd"
ChIJjymDD6OoaYgR9KAs3ELXKHg,Kroger Fuel Center,"117 HIGH POINT CT, MT WASHINGTON, KY 40047, USA",38.0558573,-85.53903679999999,"10511 FISCHER PARK DR, 40241",48,"gas station, convenience store"
ChIJ85_OQZOoaYgR-jAk6BXoWq8,VALERO,"100 LOUISE WAY, MT WASHINGTON, KY 40047, USA",38.0435926,-85.547646,"1004 E OAK ST, LOUISVILLE, KY 40204",64,"gas station, convenience store"
ChIJY5uOmFivaYgRoVn1UlwwFMY,bp,"11135 OLD MILL RD, MT WASHINGTON, KY 40047, USA",38.0523315,-85.5352877,"1901 RUDY LN, LOUISVILLE, KY 40207",55,"gas station, convenience store"
ChIJyxwxVLuoaYgRaJnCLWBmcG0,FiveStar,"11135 KY-44, MT WASHINGTON, KY 40047, USA",38.052432,-85.53488970000001,"1035 ZORN AVE, LOUISVILLE, KY 40207",48,"gas station, convenience store"
ChIJrVd4bL6oaYgRJEJhK7Cd-kk,Dollar General,"941 N BARDSTOWN RD, MT WASHINGTON, KY 40047, USA",38.0577518,-85.55029789999999,"1029 BARDSTOWN RD, UNIT A, 40204",67,convenience store
ChIJpeRTK5GoaYgRWPZCo0yko6M,Kroger,"234 EASTBROOKE PKWY, MT WASHINGTON, KY 40047, USA",38.0566088,-85.53693559999999,"796 EASTERN PKY, LOUISVILLE, KY 40217",50,"convenience store, liquor store, pharmacy"
ChIJmzuSGL2oaYgRWbFZ885_XiQ,Walgreens,"11099 HWY 44 E, MT WASHINGTON, KY 40047, USA",38.0519527,-85.53570069999999,"10986 DIXIE HWY, 40272",63,"convenience store, pharmacy"
ChIJc2iAqLyoaYgRXHU4oKv8AvU,Walgreens Pharmacy,"11099 HWY 44 E, MT WASHINGTON, KY 40047, USA",38.0519204,-85.5356736,"10986 DIXIE HWY, 40272",63,pharmacy
ChIJx_xJGuGpaYgRil7gBjFMCWw,B&B Pharmacy,"126 SHADOWMEADE LN UNIT 2, MT WASHINGTON, KY 40047, USA",38.0592112,-85.5423024,"1029 BARDSTOWN RD, UNIT A, 40204",62,pharmacy
ChIJpeRTK5GoaYgRKJgnQ70VIm8,Kroger Pharmacy,"234 EASTBROOKE PKWY, MT WASHINGTON, KY 40047, USA",38.056676,-85.5369642,"796 EASTERN PKY, LOUISVILLE, KY 40217",50,pharmacy
ChIJHbtRmhsiaYgRozY8zQWdsDU,Valero,"101 MAIN ST, WEST POINT, KY 40177, USA",37.9992989,-85.9443115,"1901 W MAIN ST, LOUISVILLE, KY 40203",55,"gas station, convenience store, pharmacy"
