Google Place Name,Google Address,Google Place ID,lat,long,ArcGIS Best Match,Match Score,Matched Street Name
Liquor,"3627 BANK ST, LOUISVILLE, KY 40212, USA",ChIJ___PXh1taYgRO8KYyj1t5GI,38.2724806,-85.8074625,"3627 BANK ST, LOUISVILLE, KY 40212",72,"3627 BANK ST, LOUISVILLE, KY 40212"
Kroger Pharmacy,"520 N 35TH ST, LOUISVILLE, KY 40212, USA",ChIJHchCqB1taYgRWINdIwR6UeU,38.2703522,-85.8055159,"520 N 35TH ST, LOUISVILLE, KY 40212",73,"520 N 35TH ST, LOUISVILLE, KY 40212"
Kroger,"520 N 35TH ST, LOUISVILLE, KY 40212, USA",ChIJHchCqB1taYgRyu7Ie3IsFkM,38.270357499999996,-85.8055428,"520 N 35TH ST, LOUISVILLE, KY 40212",73,"520 N 35TH ST, LOUISVILLE, KY 40212"
Kentucky Smokes,"527 N 22ND ST, LOUISVILLE, KY 40203, USA",ChIJ5e5wD-dtaYgRbMPlPlcu1XQ,38.2675234,-85.7828016,"521 N 22ND ST, LOUISVILLE, KY 40203",69,"521 N 22ND ST, LOUISVILLE, KY 40203"
Shell,"521 N 22ND ST, LOUISVILLE, KY 40203, USA",ChIJU6pX2rdtaYgRXlW022Utpn8,38.267022,-85.7829646,"521 N 22ND ST, LOUISVILLE, KY 40203",73,"521 N 22ND ST, LOUISVILLE, KY 40203"
Circle K,"2100 PORTLAND AVE, LOUISVILLE, KY 40212, USA",ChIJS5xjEWxtaYgR-2eG4T0ZRvc,38.268238,-85.782989,"2100 PORTLAND AVE, LOUISVILLE, KY 40212",77,"2100 PORTLAND AVE, LOUISVILLE, KY 40212"
Boone's Gas Station,"521 N 22ND ST, LOUISVILLE, KY 40203, USA",ChIJRfCo9WttaYgRsXrLiMp8hwI,38.266999999999996,-85.783,"521 N 22ND ST, LOUISVILLE, KY 40203",73,"521 N 22ND ST, LOUISVILLE, KY 40203"
Shell,"2100 PORTLAND AVE, LOUISVILLE, KY 40212, USA",ChIJr_gCEWxtaYgRuWUybPgXYpo,38.268212,-85.782851,"2100 PORTLAND AVE, LOUISVILLE, KY 40212",77,"2100 PORTLAND AVE, LOUISVILLE, KY 40212"
Marathon,"521 N 22ND ST, LOUISVILLE, KY 40203, USA",ChIJg6V_9GttaYgRiUTqqKCOBMU,38.2670479,-85.7831545,"521 N 22ND ST, LOUISVILLE, KY 40203",73,"521 N 22ND ST, LOUISVILLE, KY 40203"
Boones gas station,"2102 LYTLE ST, LOUISVILLE, KY 40212, USA",ChIJUc1ucABtaYgR9iFvR72xMYg,38.2670797,-85.7829405,"2124 BANK ST, LOUISVILLE, KY 40212",63,"2124 BANK ST, LOUISVILLE, KY 40212"
KENTUCKY CONVENIENCE STORE LLC,"631 N 25TH ST, LOUISVILLE, KY 40212, USA",ChIJmc2x44RtaYgRVQJ4W6hTXOk,38.2717319,-85.78804339999999,"438 N 28TH ST, LOUISVILLE, KY 40212",62,"438 N 28TH ST, LOUISVILLE, KY 40212"
2 Brothers market,"438 N 28TH ST, LOUISVILLE, KY 40212, USA",ChIJoZo1-6ltaYgRIL9FPWaf_K4,38.2690037,-85.79471749999999,"438 N 28TH ST, LOUISVILLE, KY 40212",73,"438 N 28TH ST, LOUISVILLE, KY 40212"
Lucky Junior,"359 N 26TH ST, LOUISVILLE, KY 40212, USA",ChIJCcZzhRZtaYgRF1aC-t_6kxw,38.265588,-85.7927315,"359 N 26TH ST, LOUISVILLE, KY 40212",73,"359 N 26TH ST, LOUISVILLE, KY 40212"
Sam's Food Mart,"2749 BANK ST, LOUISVILLE, KY 40212, USA",ChIJ00-FutttaYgRhq2k78U2xFQ,38.270998899999995,-85.79504759999999,"2901 BANK ST, LOUISVILLE, KY 40212",64,"2901 BANK ST, LOUISVILLE, KY 40212"
Fantastic Market,"2600 BANK ST, LOUISVILLE, KY 40212, USA",ChIJPbvuwxNtaYgROSqpLKRCcms,38.269249599999995,-85.7914345,"2600 BANK ST, LOUISVILLE, KY 40212",72,"2600 BANK ST, LOUISVILLE, KY 40212"
Parkway Liquor,"2038 NORTHWESTERN PKWY, LOUISVILLE, KY 40203, USA",ChIJPW_1j25taYgRYa1wy854I6g,38.2693119,-85.7812687,"2038 NORTHWESTERN PKY, LOUISVILLE, KY 40203",78,"2038 NORTHWESTERN PKY, LOUISVILLE, KY 40203"
Save A Lot,"2626 PORTLAND AVE, LOUISVILLE, KY 40212, USA",ChIJreY_WxJtaYgRn6A1aZ4WsNY,38.270878700000004,-85.7915699,"2620 PORTLAND AVE, LOUISVILLE, KY 40212",73,"2620 PORTLAND AVE, LOUISVILLE, KY 40212"
Mr. Zee Corner Market,"358 N 26TH ST, LOUISVILLE, KY 40212, USA",ChIJmeRSkBZtaYgRevNPP92Uvq8,38.2659587,-85.7931539,"358 N 26TH ST, LOUISVILLE, KY 40212",73,"358 N 26TH ST, LOUISVILLE, KY 40212"
Family Dollar,"3022 PORTLAND AVE, LOUISVILLE, KY 40212, USA",ChIJm-s1VAVtaYgRP4xrZdadMns,38.273107599999996,-85.79754340000001,"3022 PORTLAND AVE, LOUISVILLE, KY 40212",77,"3022 PORTLAND AVE, LOUISVILLE, KY 40212"
Jayz Liquors,"2620 PORTLAND AVE, LOUISVILLE, KY 40212, USA",ChIJvYqwWxJtaYgR6cZlj47pcWE,38.2712958,-85.7910216,"2620 PORTLAND AVE, LOUISVILLE, KY 40212",77,"2620 PORTLAND AVE, LOUISVILLE, KY 40212"
Family Health Centers - Portland Pharmacy,"2215 PORTLAND AVE, LOUISVILLE, KY 40212, USA",ChIJU0hKWWxtaYgRJSSzgq67pBE,38.2704958,-85.7843237,"2100 PORTLAND AVE, LOUISVILLE, KY 40212",70,"2100 PORTLAND AVE, LOUISVILLE, KY 40212"
Valero,"1035 ZORN AVE, LOUISVILLE, KY 40207, USA",ChIJC_Hh4HZzaYgRUqBf6Qht-Ks,38.276384199999995,-85.69772189999999,"1035 ZORN AVE, LOUISVILLE, KY 40207",73,"1035 ZORN AVE, LOUISVILLE, KY 40207"
Shell,"3002 RIVER RD, LOUISVILLE, KY 40207, USA",ChIJN3x5X3ZzaYgR0bPzNl8laWc,38.2775111,-85.6985897,"3002 RIVER RD, LOUISVILLE, KY 40207",73,"3002 RIVER RD, LOUISVILLE, KY 40207"
ZORN AVE BP,"1035 ZORN AVE, LOUISVILLE, KY 40207, USA",ChIJr5Qj3XZzaYgR3ZU_qwjblgc,38.27599,-85.69798999999999,"1035 ZORN AVE, LOUISVILLE, KY 40207",73,"1035 ZORN AVE, LOUISVILLE, KY 40207"
Walgreens,"3805 BROWNSBORO RD, LOUISVILLE, KY 40207, USA",ChIJm-YRTzN1aYgRrlL5u2BFCAE,38.2660111,-85.66657200000002,"3805 BROWNSBORO RD, INDIAN HILLS, KY 40207",75,"3805 BROWNSBORO RD, INDIAN HILLS, KY 40207"
Sutherland Hardware & Mercantile,"3620 BROWNSBORO RD, LOUISVILLE, KY 40207, USA",ChIJo3FTRpF0aYgRItPAKOc46Ok,38.263803599999996,-85.67016860000001,"3805 BROWNSBORO RD, INDIAN HILLS, KY 40207",69,"3805 BROWNSBORO RD, INDIAN HILLS, KY 40207"
Walgreens Pharmacy,"3805 BROWNSBORO RD, LOUISVILLE, KY 40207, USA",ChIJoaK9c1t1aYgR35whS0kUn_c,38.2660263,-85.66649749999999,"3805 BROWNSBORO RD, INDIAN HILLS, KY 40207",75,"3805 BROWNSBORO RD, INDIAN HILLS, KY 40207"
